55,Hatchet_Jobs:_Writings_on_Contemporary_Fiction,Dale_Peck,3.45,en-US,228.0,11/1/2005,The_New_Press;;;
57,A_Changeling_for_All_Seasons_(Changeling_Seasons_#1),Angela_Knight/Sahara_Kelly/Judy_Mays/Marteeka_Karland/Kate_Douglas/Shelby_Morgen/Lacey_Savage/Kate_Hill/Willa_Okati,3.76,eng,304.0,11/1/2005,Changeling_Press;;;
58,Changeling_(Changeling__#1),Delia_Sherman,3.6,eng,256.0,8/17/2006,Viking_Juvenile;;;
59,The_Changeling_Sea,Patricia_A._McKillip,4.06,eng,137.0,4/14/2003,Firebird;;;
61,The_Changeling,Zilpha_Keatley_Snyder,4.17,eng,228.0,6/8/2004,iUniverse;;;
63,The_Changeling,Kate_Horsley,3.55,eng,339.0,4/12/2005,Shambhala;;;
66,The_Changeling_(Daughters_of_England__#15),Philippa_Carr,3.98,eng,369.0,8/28/1990,Ivy_Books;;;
67,The_Known_World,Edward_P._Jones,3.83,eng,388.0,8/29/2006,Amistad;;;
68,The_Known_World,Edward_P._Jones/Kevin_R._Free,3.83,en-US,14.0,6/15/2004,HarperAudio;;;
69,The_Known_World,Edward_P._Jones,3.83,eng,576.0,6/15/2004,Harper;;;
71,Traders__Guns_&_Money:_Knowns_and_Unknowns_in_the_Dazzling_World_of_Derivatives,Satyajit_Das,3.83,eng,334.0,5/15/2006,FT_Press;;;
72,Artesia:_Adventures_in_the_Known_World,Mark_Smylie,4.13,eng,352.0,12/14/2005,Archaia;;;
74,The_John_McPhee_Reader_(John_McPhee_Reader__#1),John_McPhee/William_Howarth,4.42,eng,416.0,6/1/1982,Farrar__Straus_and_Giroux;;;
75,Uncommon_Carriers,John_McPhee,3.95,en-US,248.0,5/16/2006,Farrar_Straus_Giroux;;;
76,Heirs_of_General_Practice,John_McPhee,4.17,eng,128.0,4/1/1986,Farrar__Straus_and_Giroux;;;
77,The_Control_of_Nature,John_McPhee,4.24,en-US,288.0,9/1/1990,Farrar__Straus_and_Giroux;;;
78,Annals_of_the_Former_World,John_McPhee,4.34,eng,720.0,1/6/1999,Farrar__Straus_and_Giroux;;;
79,Coming_Into_the_Country,John_McPhee,4.22,eng,448.0,4/1/1991,Farrar__Straus_and_Giroux;;;
80,La_Place_de_la_Concorde_Suisse,John_McPhee,3.92,fre,160.0,4/1/1994,Farrar__Straus_and_Giroux;;;
81,Giving_Good_Weight,John_McPhee,4.23,eng,288.0,4/1/1994,Farrar__Straus_and_Giroux;;;
83,Rising_from_the_Plains,John_McPhee,4.23,eng,208.0,11/1/1987,Farrar__Straus_and_Giroux;;;
85,The_Heidi_Chronicles,Wendy_Wasserstein,3.75,eng,81.0,3/1/2002,Dramatists_Play_Service;;;
86,The_Heidi_Chronicles:_Uncommon_Women_and_Others_&_Isn't_It_Romantic,Wendy_Wasserstein,3.84,eng,249.0,7/2/1991,Vintage;;;
89,Active_Literacy_Across_the_Curriculum:_Strategies_for_Reading__Writing__Speaking__and_Listening,Heidi_Hayes_Jacobs,3.94,eng,138.0,3/29/2006,Routledge;;;
90,Simply_Beautiful_Beaded_Jewelry,Heidi_Boyd,3.77,en-US,128.0,3/14/2006,North_Light_Books;;;
91,Always_Enough:_God's_Miraculous_Provision_Among_the_Poorest_Children_on_Earth,Heidi_Baker/Rolland_Baker,4.46,eng,192.0,9/1/2003,Chosen_Books;;;
92,Mapping_the_Big_Picture:_Integrating_Curriculum_&_Assessment_K-12,Heidi_Hayes_Jacobs,3.68,en-US,108.0,1/28/1997,Association_for_Supervision_&_Curriculum_Development;;;
93,Heidi_(Heidi__#1-2),Johanna_Spyri/Beverly_Cleary/Angelo__Rinaldi,3.99,eng,352.0,11/15/2002,Kingfisher;;;
94,Getting_Results_with_Curriculum_Mapping,Heidi_Hayes_Jacobs,3.25,eng,192.0,11/15/2004,ASCD;;;
96,There's_Always_Enough:_The_Miraculous_Move_of_God_in_Mozambique,Rolland_Baker/Heidi_Baker,4.46,eng,192.0,4/28/2003,Sovereign_World;;;
98,What_to_Expect_the_First_Year_(What_to_Expect),Heidi_Murkoff/Sharon_Mazel/Arlene_Eisenberg/Sandee_Hathaway/Mark_D._Widome,3.89,eng,832.0,10/16/2003,Workman_Publishing_Company;;;
99,The_Player's_Handbook:_The_Ultimate_Guide_on_Dating_and_Relationships,Heidi_Fleiss/Libby_Keatinge,3.82,eng,123.0,5/10/2004,One_Hour_Entertainment;;;
100,Simply_Beautiful_Beading:_53_Quick_and_Easy_Projects,Heidi_Boyd,3.78,en-US,128.0,8/19/2004,North_Light_Books;;;
103,God_Emperor_of_Dune_(Dune_Chronicles__#4),Frank_Herbert,3.84,eng,423.0,6/15/1987,Ace_Books;;;
105,Chapterhouse:_Dune_(Dune_Chronicles_#6),Frank_Herbert,3.91,eng,436.0,7/1/1987,Ace_Books;;;
106,Dune_Messiah_(Dune_Chronicles_#2),Frank_Herbert,3.88,eng,331.0,7/15/1987,Ace_Books;;;
107,Dreamer_of_Dune:_The_Biography_of_Frank_Herbert,Brian_Herbert,4.01,en-US,592.0,7/1/2004,Tor_Books;;;
109,Heretics_of_Dune_(Dune_Chronicles__#5),Frank_Herbert,3.86,eng,480.0,4/16/1984,Putnam;;;
110,The_Road_to_Dune,Frank_Herbert/Brian_Herbert/Kevin_J._Anderson,3.88,eng,426.0,8/29/2006,Tor_Science_Fiction;;;
117,Heretics_of_Dune_(Dune_Chronicles_#5),Frank_Herbert,3.86,eng,471.0,8/15/1987,Ace_Books;;;
119,The_Lord_of_the_Rings:_The_Art_of_the_Fellowship_of_the_Ring,Gary_Russell,4.59,eng,192.0,6/12/2002,Houghton_Mifflin_Harcourt;;;
122,The_Power_of_One_(The_Power_of_One__#1),Bryce_Courtenay,4.35,eng,544.0,9/29/1996,Ballantine_Books;;;
123,The_Power_of_One_(The_Power_of_One__#1),Bryce_Courtenay,4.35,eng,291.0,9/13/2005,Delacorte_Books_for_Young_Readers;;;
129,The_Power_of_One:_One_Person__One_Rule__One_Month,John_C._Maxwell/Stephen_R._Graves/Thomas_G._Addington,4.28,en-US,256.0,11/1/2004,Thomas_Nelson;;;
130,Power_of_an_Hour:_Business_and_Life_Mastery_in_One_Hour_a_Week,Dave_Lakhani,3.34,eng,205.0,5/19/2006,Wiley;;;
131,The_Power_of_One:_The_Solo_Play_for_Playwrights__Actors__and_Directors,Louis_E._Catron,3.67,eng,240.0,2/7/2000,Heinemann_Drama;;;
132,How_to_Buy__Sell_&_Profit_on_eBay:_Kick-Start_Your_Home-Based_Business_in_Just_Thirty_Days,Adam_Ginsberg,3.48,eng,336.0,5/3/2005,William_Morrow_Paperbacks;;;
133,eBay_for_Dummies,Marsha_Collier,3.5,eng,386.0,10/30/2006,Wiley;;;
135,What_to_Sell_on_ebay_and_Where_to_Get_It:_The_Definitive_Guide_to_Product_Sourcing_for_eBay_and_Beyond,Chris_Malta/Lisa_Suttora,3.62,eng,260.0,1/24/2006,McGraw-Hill;;;
137,Starting_an_eBay_Business_for_Dummies,Marsha_Collier,3.55,eng,384.0,9/17/2004,Wiley;;;
138,eBay:_Top_100_Simplified_Tips_&_Tricks,Julia_Wilkinson,4.27,eng,260.0,6/6/2006,Wiley;;;
139,ebay_Timesaving_Techniques_for_Dummies,Marsha_Collier,3.39,en-US,391.0,5/31/2004,Wiley;;;
140,eBay_Business_All-in-One_Desk_Reference_for_Dummies,Marsha_Collier,3.89,en-US,864.0,4/25/2005,Wiley;;;
141,Ruby_Cookbook,Lucas_Carlson/Leonard_Richardson,3.84,eng,873.0,7/29/2006,O'Reilly_Media;;;
142,Ruby_Ann's_Down_Home_Trailer_Park_Cookbook,Ruby_Ann_Boxcar,4.12,eng,240.0,5/3/2005,Citadel;;;
144,Ruby_Ann's_Down_Home_Trailer_Park_BBQin'_Cookbook,Ruby_Ann_Boxcar,4.08,eng,206.0,5/3/2005,Citadel;;;
147,Rails_Cookbook:_Recipes_for_Rapid_Web_Development_with_Ruby,Rob_Orsini,3.48,eng,514.0,1/1/2007,O'Reilly_Media;;;
151,Anna_Karenina,Leo_Tolstoy/Richard_Pevear/Larissa_Volokhonsky,4.05,eng,838.0,5/31/2004,Penguin_Classics;;;
152,Anna_Karenina,Leo_Tolstoy/David_Magarshack/Priscilla_Meyer,4.05,eng,960.0,11/5/2002,Signet;;;
153,Anna_Karenina,Leo_Tolstoy/Richard_Pevear/Larissa_Volokhonsky/John_Bayley,4.05,eng,837.0,1/30/2003,Penguin_Books;;;
154,CliffsNotes_on_Tolstoy's_Anna_Karenina,Marianne_Sturman/Leo_Tolstoy,3.85,eng,80.0,11/26/1965,Cliffs_Notes;;;
155,Anna_Karenina,Leo_Tolstoy/Amy_Mandelker/Constance_Garnett,4.05,eng,803.0,7/1/2003,Barnes_&_Noble_Classics;;;
156,Anna_Karenina,Leo_Tolstoy/Louise_Maude/Aylmer_Maude,4.05,eng,752.0,11/23/2004,Dover_Publications;;;
157,Anna_Karenina,Leo_Tolstoy/Constance_Garnett/Amy_Mandelker,4.05,eng,803.0,8/26/2004,Barnes_&_Noble;;;
159,Dinner_with_Anna_Karenina,Gloria_Goldreich,2.99,eng,360.0,1/28/2006,Mira_Books;;;
160,Tolstoy:_Anna_Karenina,Anthony_Thorlby,4.19,eng,128.0,11/26/1987,Cambridge_University_Press;;;
162,Untouchable,Mulk_Raj_Anand/E.M._Forster,3.71,eng,160.0,7/3/1990,Penguin_Books;;;
163,The_Untouchable,John_Banville,3.95,eng,367.0,6/30/1998,Vintage;;;
164,The_Untouchables,Eliot_Ness/Oscar_Fraley,3.89,eng,256.0,2/1/1996,Buccaneer_Books;;;
165,Untouchables:_My_Family's_Triumphant_Journey_Out_of_the_Caste_System_in_Modern_India,Narendra_Jadhav,3.82,en-US,320.0,9/27/2005,Scribner;;;
166,Dalit:_The_Black_Untaouchables_of_India,V.T._Rajshekar/Y.N._Kly,4.2,eng,100.0,1/28/1995,Clarity_Press;;;
168,Growing_Up_Untouchable_in_India:_A_Dalit_Autobiography,Vasant_Moon/Gail_Omvedt/Eleanor_Zelliot,3.65,eng,224.0,12/20/2000,Rowman_&_Littlefield_Publishers;;;
171,The_Evidence-Based_Social_Work_Skills_Book,Barry_R._Cournoyer,3.4,eng,216.0,9/22/2003,Pearson;;;
180,Wrinkles_in_Time,George_Smoot/Keay_Davidson,4.01,eng,360.0,10/1/1994,Harper_Perennial;;;
181,A_Wrinkle_in_Time:_With_Related_Readings_(A_Wrinkle_in_Time_Quintet_#1),Madeleine_L'Engle,4.0,eng,250.0,5/1/2002,EMC/Paradigm_Publishing;;;
182,Literature_Circle_Guide:_A_Wrinkle_in_Time,Tara_MacCarthy,3.6,eng,32.0,1/1/2002,Teaching_Resources;;;
201,Una_arruga_en_el_tiempo_–_A_Wrinkle_in_Time,Madeleine_L'Engle,4.0,spa,205.0,6/1/1984,Turtleback_Books;;;
204,The_Long_Shadow_(The_Morland_Dynasty__#6),Cynthia_Harrod-Eagles,4.12,eng,367.0,6/1/1994,Little__Brown_Book_Group;;;
205,A_Long_Shadow_(Inspector_Ian_Rutledge__#8),Charles_Todd,4.11,eng,352.0,1/3/2006,William_Morrow;;;
207,Long_Way_Round:_Chasing_Shadows_Across_the_World,Ewan_McGregor/Charley_Boorman/Robert_Uhlig,3.94,en-US,320.0,11/1/2005,Atria_Books;;;
208,A_Shadow_in_Summer_(Long_Price_Quartet__#1),Daniel_Abraham,3.6,eng,331.0,3/7/2006,Tor_Books;;;
213,New_Hope_for_the_Dead_(Hoke_Mosely_#2),Charles_Willeford/James_Lee_Burke,3.9,eng,244.0,8/10/2004,Vintage_Crime/Black_Lizard;;;
214,Sideswipe:_A_Hoke_Moseley_Novel,Charles_Willeford/Lawrence_Block,4.05,eng,215.0,3/8/2005,Vintage_Crime/Black_Lizard;;;
216,Miami_Blues_(Hoke_Moseley_#1),Charles_Willeford/Elmore_Leonard,3.94,eng,191.0,8/10/2004,Vintage_Crime/Black_Lizard;;;
230,The_Burnt_Orange_Heresy_(Vintage_Crime/Black_Lizard),Charles_Willeford,3.89,eng,144.0,10/3/1990,Vintage;;;
231,I_am_Charlotte_Simmons,Tom_Wolfe,3.42,eng,738.0,8/30/2005,Picador_USA;;;
237,Poetry_for_Young_People:_Edward_Lear,Edward_Lear/Laura_Huliska-Beith/Edward_Mendelson,3.91,eng,48.0,10/1/2001,Sterling;;;
244,The_Puffin_Book_of_Nonsense_Verse,Quentin_Blake,4.02,eng,287.0,10/3/1996,Puffin;;;
245,Henry_Miller_on_Writing,Henry_Miller/Thomas_H._Moore,4.22,eng,217.0,2/1/1964,New_Directions_Publishing;;;
247,Quiet_Days_in_Clichy,Henry_Miller,3.69,eng,154.0,1/13/1994,Grove_Press;;;
249,Tropic_of_Cancer,Henry_Miller/Jiří_Níl,3.68,eng,318.0,1/6/1994,Grove_Press;;;
250,Tropic_of_Capricorn,Henry_Miller,3.78,eng,348.0,1/13/1994,Grove_Press;;;
251,Nexus_(The_Rosy_Crucifixion__#3),Henry_Miller,4.1,eng,316.0,1/13/1994,Grove_Press;;;
252,Sexus_(The_Rosy_Crucifixion__#1),Henry_Miller,3.98,eng,506.0,1/12/1994,Grove_Press;;;
253,The_Air-Conditioned_Nightmare,Henry_Miller,3.83,eng,292.0,1/17/1970,New_Directions;;;
264,The_Portrait_of_a_Lady,Henry_James/Patricia_Crick,3.78,eng,797.0,9/30/2003,Penguin_Classics;;;
269,The_Portrait_of_a_Lady,Henry_James/Gabriel_Brownstein/Mary_Cregan,3.78,eng,635.0,1/16/2004,Barnes__Noble_Classics;;;
277,Writing,Marguerite_Duras,3.75,eng,91.0,5/6/1999,Brookline_Books;;;
278,The_War,Marguerite_Duras/Barbara_Bray,3.85,eng,192.0,8/1/1994,The_New_Press;;;
280,The_Ravishing_of_Lol_Stein,Marguerite_Duras/Richard_Seever,3.66,en-US,181.0,3/12/1986,Pantheon;;;
285,Love_Letters,Kahlil_Gibran/Suheil_Bushrui/Salma_H._Al-Kuzbari,3.68,eng,178.0,7/1/1999,One_World_(UK);;;
288,Kahlil_Gibran:_His_Life_and_World,Jean_Gibran/جبران_خليل_جبران/Kahlil_Gibran,4.21,eng,464.0,4/1/1998,Interlink_Publishing_Group;;;
289,The_Beloved:_Reflections_on_the_Path_of_the_Heart,Kahlil_Gibran/John_Walbridge/Robin_Waterfield,4.19,eng,102.0,1/1/1998,Penguin_Books;;;
290,Jesus_the_Son_of_Man,Kahlil_Gibran/جبران_خليل_جبران,3.98,eng,216.0,2/21/1995,Knopf;;;
291,The_Broken_Wings,Kahlil_Gibran/جبران_خليل_جبران/Anthony_Rizcallah_Ferris,3.92,eng,132.0,3/3/2003,Citadel;;;
292,Sand_and_Foam,Kahlil_Gibran/جبران_خليل_جبران,4.08,eng,100.0,6/14/2011,Knopf;;;
295,Treasure_Island,Robert_Louis_Stevenson,3.83,eng,311.0,9/15/2001,Kingfisher;;;
296,Treasure_Island,Robert_Louis_Stevenson/Scott_McKowen,3.83,en-US,213.0,10/1/2004,Sterling_Children's_Books;;;
297,Treasure_Island,Robert_Louis_Stevenson,3.83,eng,245.0,6/1/2005,Simon_&_Schuster;;;
298,Treasure_Island,Robert_Louis_Stevenson/N.C._Wyeth/Timothy_Meis,3.83,eng,64.0,7/1/2003,Atheneum_Books_for_Young_Readers;;;
299,Treasure_Island,Robert_Louis_Stevenson/Milo_Winter,3.83,en-US,272.0,9/3/2002,Gramercy_Books;;;
302,Treasure_Island_(Great_Illustrated_Classics),Deidre_S._Laiken/A.J._McAllister/Robert_Louis_Stevenson,4.05,eng,232.0,1/31/2006,Abdo_Publishing_Company;;;
313,100_Years_of_Lynchings,Ralph_Ginzburg,4.61,eng,270.0,11/22/1996,Black_Classic_Press;;;
324,Cien_años_de_soledad,Gabriel_García_Márquez,4.07,spa,448.0,1/1/1990,French_&_European;;;
330,On_Beyond_Zebra!,Dr._Seuss,4.04,eng,64.0,9/12/1955,Random_House_Books_for_Young_Readers;;;
332,The_Wedding_Clause,Debbie_Raleigh,3.6,eng,256.0,6/7/2005,Zebra;;;
333,The_Zebra_Wall,Kevin_Henkes,3.44,eng,147.0,2/15/2005,Greenwillow_Books;;;
337,El_perfume:_Historia_de_un_asesino,Patrick_Süskind,4.02,spa,239.0,6/1/2002,Booket;;;
348,The_Door_Into_Summer,Robert_A._Heinlein,4.01,eng,304.0,6/17/1997,Del_Rey;;;
350,Stranger_in_a_Strange_Land,Robert_A._Heinlein,3.92,eng,528.0,10/1/1991,Ace;;;
354,To_Sail_Beyond_the_Sunset,Robert_A._Heinlein,3.87,en-US,434.0,6/1/1988,Ace_Books;;;
355,Job:_A_Comedy_of_Justice,Robert_A._Heinlein,3.78,en-US,439.0,10/12/1985,Del_Rey;;;
356,Time_for_the_Stars_(Heinlein's_Juveniles__#10),Robert_A._Heinlein,3.97,eng,256.0,8/8/2006,Tor_Books;;;
357,The_Long_Dark_Tea-Time_of_the_Soul_(Dirk_Gently__#2),Douglas_Adams,4.06,en-US,307.0,2/15/1991,Pocket_Books;;;
359,The_Salmon_of_Doubt_(Dirk_Gently__#3),Douglas_Adams,3.93,eng,298.0,4/26/2005,Del_Rey;;;
362,Wish_You_Were_Here:_The_Official_Biography_of_Douglas_Adams,Nick__Webb,4.14,eng,368.0,12/27/2005,Del_Rey;;;
367,Douglas_Adams's_Starship_Titanic,Terry_Jones,3.6,eng,256.0,10/27/1998,Ballantine_Books;;;
377,Salmon_of_Doubt:_Hitchhiking_the_Galaxy_One_Last_Time,Douglas_Adams/Christopher_Cerf,3.93,eng,336.0,7/1/2003,Turtleback_Books;;;
382,The_Phantom_Tollbooth:_A_Children's_Play_in_Two_Acts,Susan_Nanus/Norton_Juster,4.13,eng,72.0,1/12/2011,Samuel_French__Inc.;;;
385,On_Bullshit,Harry_G._Frankfurt,3.57,eng,67.0,1/30/2005,Princeton_University_Press;;;
386,Another_Bullshit_Night_in_Suck_City,Nick_Flynn,3.78,eng,347.0,9/12/2005,W._W._Norton_&_Company;;;
394,Lincoln_at_Gettysburg:_The_Words_That_Remade_America,Garry_Wills,4.14,en-US,317.0,6/12/1993,Simon_&_Schuster;;;
397,The_Gettysburg_Address,Abraham_Lincoln/Michael_McCurdy,4.53,eng,32.0,2/2/1998,HMH_Books_for_Young_Readers;;;
399,Underworld,Don_DeLillo,3.92,eng,827.0,7/9/1998,Scribner;;;
400,Libra,Don_DeLillo,3.99,eng,480.0,5/1/1991,Penguin;;;
403,Americana,Don_DeLillo,3.43,eng,377.0,7/6/1989,Penguin_Books;;;
404,Running_Dog,Don_DeLillo,3.43,eng,256.0,7/17/1989,Vintage_Contemporaries;;;
406,Cosmopolis,Don_DeLillo,3.22,eng,224.0,4/6/2004,Scribner;;;
407,Great_Jones_Street,Don_DeLillo,3.48,eng,272.0,1/1/1994,Penguin_Books;;;
408,The_Names,Don_DeLillo,3.64,eng,339.0,7/17/1989,Vintage;;;
409,Against_the_Day,Thomas_Pynchon,4.13,eng,1085.0,11/21/2006,Penguin_Press;;;
410,V.,Thomas_Pynchon,3.96,eng,547.0,7/5/2005,Harper_Perennial_Modern_Classics;;;
411,The_Crying_of_Lot_49,Thomas_Pynchon,3.69,eng,152.0,4/1/1999,Harper_Perennial;;;
412,Gravity's_Rainbow,Thomas_Pynchon,4.01,eng,784.0,1/1/2000,Penguin_Books;;;
413,Mason_&_Dixon,Thomas_Pynchon/Christophe_Claro/Brice_Matthieussent,4.07,eng,773.0,1/3/2004,Picador_USA;;;
414,Vineland,Thomas_Pynchon,3.69,en-US,385.0,9/1/1997,Penguin_Classics;;;
415,Gravity's_Rainbow,Thomas_Pynchon,4.01,eng,776.0,10/31/2006,Penguin_Books;;;
416,Slow_Learner:_Early_Stories,Thomas_Pynchon,3.5,eng,193.0,4/30/1985,Back_Bay_Books;;;
418,Been_Down_So_Long_It_Looks_Like_Up_To_Me,Richard_Fariña/Thomas_Pynchon,3.8,eng,352.0,8/29/1996,Penguin_Classics;;;
420,The_Year_of_Magical_Thinking,Joan_Didion,3.89,en-US,227.0,10/4/2005,Knopf_Publishing_Group;;;
421,The_White_Album,Joan_Didion,4.17,eng,222.0,10/1/1990,Farrar_Straus_Giroux;;;
422,A_Book_of_Common_Prayer,Joan_Didion,3.8,eng,272.0,4/11/1995,Vintage_International;;;
423,Where_I_Was_From,Joan_Didion,3.86,eng,240.0,9/14/2004,Vintage;;;
424,Slouching_Towards_Bethlehem,Joan_Didion,4.21,eng,238.0,10/1/1990,Farrar_Straus_Giroux;;;
425,Democracy,Joan_Didion,3.81,en-US,234.0,4/25/1995,Vintage_International;;;
426,We_Tell_Ourselves_Stories_in_Order_to_Live:_Collected_Nonfiction,Joan_Didion/John_Leonard,4.5,eng,1122.0,10/17/2006,Everyman's_Library;;;
428,Play_It_As_It_Lays,Joan_Didion/David_Thomson,3.87,eng,231.0,11/15/2005,Farrar__Straus_and_Giroux;;;
431,The_New_York_Trilogy,Paul_Auster/Art_Spiegelman/Luc_Sante,3.89,eng,308.0,3/28/2006,Penguin_Classics;;;
432,City_of_Glass_(The_New_York_Trilogy__#1),Paul_Auster,3.79,eng,203.0,4/7/1987,Penguin_Books;;;
434,Ghosts_(The_New_York_Trilogy__#2),Paul_Auster,3.64,eng,96.0,7/7/1987,Penguin_Books;;;
435,The_Locked_Room_(The_New_York_Trilogy__#3),Paul_Auster,3.89,eng,179.0,11/1/1986,Sun_and_Moon_Press;;;
444,Pyramids_of_Montauk:_Explorations_in_Consciousness,Peter_Moon/Preston_B._Nichols/Nina_Helms,3.89,eng,256.0,1/1/1995,Sky_Books_(NY);;;
446,The_Brooklyn_Follies,Paul_Auster,3.84,eng,306.0,10/17/2006,Picador;;;
447,Moon_Palace,Paul_Auster,3.94,eng,320.0,4/1/1990,Penguin_Books;;;
453,The_Music_of_Chance,Paul_Auster,3.9,en-US,217.0,12/1/1991,Penguin_Books;;;
454,Travels_in_the_Scriptorium,Paul_Auster,3.23,eng,145.0,1/23/2007,Henry_Holt_&_Company;;;
456,Leviathan,Paul_Auster,3.96,eng,275.0,9/1/1993,Penguin_Books;;;
463,The_Red_Notebook:_True_Stories,Paul_Auster,3.77,eng,104.0,6/17/2002,New_Directions;;;
466,Timbuktu_/_Leviathan_/_Moon_Palace,Paul_Auster,4.38,fre,1075.0,11/7/2002,Actes_Sud;;;
475,Collapse:_How_Societies_Choose_to_Fail_or_Succeed,Jared_Diamond,3.93,eng,608.0,12/27/2005,Penguin_Books_Ltd._(London);;;
476,The_Coming_Economic_Collapse:_How_You_Can_Thrive_When_Oil_Costs_$200_a_Barrel,Stephen_Leeb/Glen_C._Strathy,3.4,en-US,211.0,2/1/2006,Business_Plus;;;
